epoch,tr_loss,va_loss,tr_rec,va_rec,tr_aln,va_aln
36,0.04414266124367714,0.047458697110414505,0.043268630653619765,0.04670465365052223,0.0008740304969251156,0.0007540422957390547
37,0.04314485490322113,0.045550521463155746,0.04230415895581245,0.04482626914978027,0.0008406957378610969,0.0007242533611133695
38,0.04057937040925026,0.04337009787559509,0.03980015441775322,0.04267813637852669,0.0007792163640260696,0.0006919623119756579
39,0.03845849633216858,0.0396740585565567,0.037709777057170865,0.0390021950006485,0.0007487189839594066,0.0006718653603456914
40,0.03545295782387257,0.03649577125906944,0.034747466817498206,0.03584003075957298,0.0007054902496747672,0.0006557402084581554
41,0.03317100778222084,0.03371796756982803,0.0324552059173584,0.0330631323158741,0.0007158013992011547,0.0006548350211232901
42,0.032400323823094365,0.03737284615635872,0.031661733984947205,0.036736831068992615,0.0007385900476947427,0.000636016484349966
43,0.03148429021239281,0.03434056416153908,0.030805570632219316,0.03375358134508133,0.0006787201738916338,0.0005869838059879839
44,0.031071047484874725,0.03261927142739296,0.030454948917031287,0.032040443271398544,0.0006160979741252959,0.0005788267008028924
45,0.028561751544475555,0.030859827995300293,0.027981598675251008,0.030316652730107307,0.0005801530671305955,0.0005431754398159683
46,0.027227968722581864,0.028133375570178032,0.026681142300367354,0.02760578691959381,0.0005468267598189413,0.0005275882431305945
47,0.02956428863108158,0.028161579743027687,0.02903256341814995,0.027655359357595444,0.0005317249801009893,0.0005062211421318352
48,0.028781627491116523,0.02881133183836937,0.02828398272395134,0.02833813801407814,0.0004976447846274823,0.000473193998914212
49,0.02911917306482792,0.030496783554553986,0.028647010028362275,0.030017634853720665,0.0004721634730231017,0.00047914928290992975
50,0.028809136897325515,0.02731802500784397,0.028356824442744254,0.026879195123910904,0.0004523127747233957,0.0004388292145449668
51,0.025640492513775825,0.02499021776020527,0.025229986384510995,0.024559922516345978,0.0004105064901523292,0.0004302961169742048
52,0.022866716235876085,0.024519341066479683,0.02244725190103054,0.024102231487631798,0.0004194642591755837,0.0004171091422904283
53,0.02238469459116459,0.024854740127921104,0.02198379784822464,0.024453753605484962,0.00040089732501655815,0.0004009864351246506
54,0.02254740186035633,0.025763511657714844,0.02215496003627777,0.025370316579937935,0.00039244139916263523,0.00039319481584243476
55,0.021635111421346664,0.025833437219262123,0.021255342289805412,0.025456193834543228,0.0003797691024374217,0.00037724419962614775
56,0.02253735139966011,0.023144345730543137,0.022160469368100167,0.022772621363401413,0.0003768818685784936,0.00037172509473748505
57,0.021171772852540016,0.022752583026885986,0.020815136283636092,0.02239147014915943,0.00035663621383719146,0.00036111220833845437
58,0.02096051387488842,0.021975409239530563,0.020618193969130515,0.021619431674480438,0.0003423195332288742,0.00035597803071141243
59,0.01932048462331295,0.021836746484041214,0.018989067897200583,0.02148936316370964,0.00033141663880087435,0.00034738273825496435
60,0.01985315978527069,0.021625932306051254,0.019522102922201155,0.021284785121679306,0.000331056461436674,0.0003411477373447269
61,0.01986730806529522,0.021525481715798378,0.019542068615555762,0.02119402401149273,0.0003252392110880464,0.00033145700581371784
62,0.01927582174539566,0.02067907154560089,0.0189700648188591,0.02034752257168293,0.000305756670422852,0.0003315496433060616
63,0.01947132423520088,0.020308103412389755,0.019154017418622972,0.019983656704425812,0.00031730692135170104,0.0003244463005103171
64,0.019015419855713846,0.020005563274025917,0.01872614473104477,0.01968701370060444,0.0002892752178013325,0.0003185488749295473
65,0.018483792990446092,0.01994589902460575,0.01818915531039238,0.019635053351521492,0.0002946374414023012,0.0003108464297838509
66,0.019146065041422845,0.019889693707227707,0.018837951496243475,0.019581906497478485,0.0003081134957028553,0.0003077876754105091
67,0.01868140548467636,0.01965084671974182,0.018374646268785,0.019350994378328323,0.00030675928574055435,0.00029985301080159843
68,0.017281176522374153,0.01982000097632408,0.016994334198534487,0.019518230110406876,0.0002868421608582139,0.00030177069129422307
69,0.018148896843194963,0.01953570358455181,0.017870946787297726,0.019246000796556473,0.0002779502683551982,0.0002897029626183212
70,0.01715012677013874,0.018757710233330727,0.016882692091166975,0.018465422093868256,0.00026743458001874385,0.00029228837229311466
71,0.017677605524659155,0.018274739384651184,0.017408785037696363,0.017986521124839783,0.00026882058009505274,0.0002882178232539445
72,0.01731403321027756,0.017422208562493324,0.017045325599610806,0.01713201403617859,0.00026870771544054153,0.0002901937114074826
73,0.017224845848977564,0.018445227295160294,0.016954560391604902,0.018164297565817833,0.00027028539625462145,0.0002809292636811733
74,0.017233468778431415,0.01782218925654888,0.016969922930002213,0.017544355243444443,0.0002635457611177117,0.00027783316909335554
75,0.017608653381466867,0.016963085159659386,0.0173385264351964,0.016681939363479614,0.0002701269899262115,0.00028114637825638056
76,0.016611853055655955,0.016633030027151108,0.016360338777303696,0.016352983191609383,0.0002515141182811931,0.00028004703926853836
77,0.016967850178480147,0.016159014776349068,0.01670992746949196,0.015881169587373734,0.0002579227177193388,0.00027784600388258696
78,0.016047108732163907,0.016361365094780922,0.01579691544175148,0.01608717441558838,0.00025019297027029097,0.0002741906209848821
79,0.015706859715282916,0.01618935726583004,0.015462679415941238,0.015917347744107246,0.0002441802324028686,0.0002720096381381154
80,0.015351977944374085,0.015297180972993374,0.01509364414960146,0.015025642700493336,0.0002583338995464146,0.0002715383016038686
81,0.0139903225004673,0.01505450438708067,0.01374777890741825,0.014789847657084465,0.0002425435755867511,0.0002646569046191871
82,0.01460807491093874,0.015351501293480396,0.01435727085918188,0.01509120874106884,0.0002508041507098824,0.000260292727034539
83,0.01463252753019333,0.014596980065107346,0.014370738342404366,0.01433202251791954,0.00026178908010479065,0.00026495708152651787
84,0.013647366873919963,0.01432124525308609,0.013403195515275001,0.014057714492082596,0.00024417127133347094,0.0002635305863805115
85,0.014371630363166332,0.014196285977959633,0.014127698168158532,0.013932894915342331,0.00024393215426243842,0.00026339080068282783
86,0.014024621061980724,0.014004332944750786,0.013767747767269611,0.013744090683758259,0.00025687339948490264,0.00026024269754998386
87,0.014619658328592777,0.013729126192629337,0.01437330786138773,0.013470899313688278,0.00024635080189909785,0.0002582268789410591
88,0.013823329657316207,0.013507561758160591,0.013567192666232585,0.01325279287993908,0.0002561369008617476,0.0002547692565713078
89,0.013789055682718755,0.013949887827038765,0.013560784980654716,0.013697931542992592,0.0002282704575918615,0.00025195599300786853
90,0.014479961059987546,0.013868414796888828,0.014231903292238713,0.013611427508294582,0.0002480579394614324,0.00025698725949041545
91,0.013604756817221642,0.013210547156631947,0.013365695625543595,0.012962166219949722,0.00023906136921141296,0.00024838134413585067
92,0.012951129861176015,0.013159804046154022,0.012712416239082813,0.012913190759718418,0.00023871352314017714,0.0002466129371896386
93,0.012810689769685269,0.012909620068967342,0.012571678310632706,0.012662234716117382,0.00023901135427877306,0.00024738494539633393
94,0.013238075375556945,0.012745696119964123,0.013011814095079899,0.012503636069595814,0.00022626119898632168,0.00024206041416618973
95,0.012459579296410084,0.012682819738984108,0.012210271507501601,0.012441004626452923,0.00024930787039920686,0.0002418148360447958
96,0.012646033242344857,0.012451198883354664,0.012406183592975139,0.012207169085741043,0.00023984965519048275,0.00024402947747148573
97,0.012934347428381444,0.012221363373100758,0.012693958170711995,0.01197982020676136,0.0002403894206508994,0.00024154310813173652
98,0.012418403662741185,0.012770450673997402,0.012186660058796405,0.012528367340564728,0.0002317436650628224,0.00024208304239436984
99,0.012858233228325845,0.01244583260267973,0.012630659341812133,0.012206013314425945,0.0002275739301694557,0.00023981973936315626
100,0.012747985683381558,0.012259641662240028,0.012512540817260743,0.012021532282233238,0.00023544497380498797,0.00023810933635104448
101,0.012050515599548816,0.012046466581523418,0.011819710209965705,0.011809645220637321,0.00023080544488038868,0.00023682118626311421
102,0.012338364310562611,0.012183091603219509,0.012118460424244405,0.011948032304644585,0.0002199036505771801,0.00023505902208853513
103,0.012304803356528282,0.011973542161285877,0.012065471336245536,0.0117407301440835,0.00023933188349474223,0.00023281229368876666
104,0.012007068656384946,0.011757313273847103,0.011772782541811466,0.011525839567184448,0.00023428605927620084,0.00023147348838392645
105,0.011129808425903321,0.011472548358142376,0.010924346186220646,0.011241843923926353,0.0002054623357253149,0.00023070415772963315
106,0.011638200841844082,0.011441022157669067,0.011433951929211617,0.011212371289730072,0.00020424887188710272,0.00022865115897729993
107,0.011152248829603195,0.01122814230620861,0.01092319581657648,0.010999418795108795,0.0002290531963808462,0.0002287236857227981
108,0.010831592977046967,0.011231305077672005,0.010601698607206344,0.011002672836184502,0.00022989441931713371,0.00022863179037813097
109,0.011388007178902626,0.011136320419609547,0.011161847971379757,0.01090762298554182,0.00022615912603214384,0.00022869763779453933
110,0.010256880335509777,0.011103998869657516,0.010047441720962525,0.010874142870306969,0.0002094385476084426,0.00022985607211012393
111,0.011542606540024281,0.011317180469632149,0.011324713006615639,0.01108807697892189,0.00021789342281408608,0.00022910367988515645
112,0.010624176077544688,0.011061467230319977,0.010414821095764637,0.010831918567419052,0.00020935505745001137,0.0002295485173817724
113,0.011206776648759843,0.01195790246129036,0.010985929891467095,0.011726271361112595,0.00022084666998125612,0.0002316311583854258
114,0.01331145130097866,0.012598891742527485,0.013083799369633197,0.012366644106805325,0.0002276518353028223,0.00023224778124131262
115,0.01206856407225132,0.012677592225372791,0.011863698810338974,0.012446379289031029,0.0002048651804216206,0.00023121289268601686
116,0.013110631331801414,0.011619413271546364,0.012866109609603882,0.011396180838346481,0.0002445218473440036,0.00022323238954413682
117,0.012887392379343509,0.01400074828416109,0.012657980434596539,0.013774431310594082,0.0002294117584824562,0.0002263166825287044
118,0.015771097131073476,0.013121147640049458,0.015539436414837838,0.01288046408444643,0.00023166077735368163,0.00024068375932984054
119,0.016388240456581115,0.01641022600233555,0.016144570708274842,0.016177983954548836,0.00024366963189095258,0.0002322416694369167
120,0.015586363896727563,0.01465454138815403,0.015365123003721236,0.014430557377636433,0.00022124116658233105,0.00022398363216780126
121,0.013993217796087264,0.012003511190414429,0.013769870065152645,0.01178357657045126,0.00022334787354338914,0.00021993444534018636
122,0.012578348815441131,0.011754329316318035,0.012365483678877354,0.011535653844475746,0.00021286507835611702,0.00021867523901164532
123,0.012422599829733372,0.01084909401834011,0.012209535017609597,0.010631958954036236,0.00021306478593032807,0.00021713531168643385
124,0.012122702412307262,0.010782542638480663,0.011911259591579437,0.010564780794084072,0.00021144292259123176,0.00021776168432552367
125,0.0136548712849617,0.011618356220424175,0.0134415403008461,0.011398729868233204,0.0002133308909833431,0.00021962668688502163
126,0.013558316789567471,0.012854441069066525,0.013334095664322376,0.012642626650631428,0.00022422100009862335,0.0002118145494023338
127,0.012022257409989833,0.011141271330416203,0.011816153302788734,0.010927295312285423,0.00020610409846995027,0.0002139759890269488
128,0.010878119803965091,0.010899979621171951,0.010669700615108014,0.010686039924621582,0.00020841918303631245,0.00021393939096014947
129,0.011336407996714115,0.010693111456930637,0.011120644398033619,0.010481748729944229,0.00021576347062364222,0.0002113631780957803
130,0.00978536382317543,0.010788378305733204,0.009582357294857503,0.01057437527924776,0.00020300645264796912,0.00021400269179139286
131,0.010417278856039047,0.010126638226211071,0.010212117061018943,0.009913959540426731,0.00020516191143542527,0.0002126782783307135
132,0.009502447210252285,0.009946011938154697,0.00929018184542656,0.009733525104820728,0.00021226522803772241,0.00021248725533951074
133,0.010110220685601235,0.00986931286752224,0.00989334974437952,0.009654033929109573,0.00021687106636818497,0.00021527921489905566
134,0.009519699960947037,0.009889109991490841,0.0093142531812191,0.009676575660705566,0.00020544692815747113,0.0002125345345120877
135,0.010353153757750987,0.009610491804778576,0.01013787891715765,0.009396359324455261,0.0002152750239474699,0.00021413232025224715
136,0.009919474087655544,0.009571267291903496,0.00971544198691845,0.009356540627777576,0.0002040319348452613,0.0002147269988199696
137,0.009987093415111304,0.009471108205616474,0.009770862571895123,0.009257227182388306,0.00021623086358886213,0.00021388076129369438
138,0.009920297004282475,0.009353766217827797,0.00971038918942213,0.009138894267380238,0.00020990787888877093,0.00021487148478627205
139,0.00984149295836687,0.0094234524294734,0.009615011885762215,0.009210256859660149,0.0002264808805193752,0.00021319545339792967
140,0.008876886405050754,0.009304480627179146,0.008660007826983928,0.0090924808755517,0.0002168784267269075,0.0002119995915563777
141,0.009785088524222375,0.00911672506481409,0.009564484283328057,0.008904254995286465,0.00022060424380470066,0.00021247047698125243
142,0.009785782545804977,0.009011326357722282,0.009566200897097588,0.00879836268723011,0.0002195816341554746,0.00021296324848663062
143,0.009844047110527753,0.009004625491797924,0.009614598751068116,0.008791415952146053,0.00022944850788917393,0.00021320933592505753
144,0.009644838608801365,0.008885017596185207,0.0094308041036129,0.008672867901623249,0.00021403446153271942,0.00021214992739260197
145,0.009327481128275394,0.008859317749738693,0.009125027619302273,0.00864699948579073,0.00020245371852070093,0.0002123186131939292
146,0.009114579483866691,0.008798127993941307,0.008906048070639373,0.008586211130023003,0.00020853161986451597,0.00021191670384723693
147,0.00865737982094288,0.008738216944038868,0.008446440007537604,0.008525041863322258,0.00021093977265991272,0.00021317548817023635
148,0.00941224154084921,0.00867417175322771,0.009195337258279323,0.008459605276584625,0.0002169042971218005,0.0002145667967852205
149,0.008739666268229484,0.008814215660095215,0.008534593041986227,0.008600529283285141,0.00020507329900283368,0.00021368595480453223
150,0.009479100164026023,0.008683375082910061,0.009261149726808072,0.008468576706945896,0.00021795035572722555,0.00021479873976204544
151,0.008615234028548002,0.00850403681397438,0.00840406846255064,0.008290065452456474,0.00021116575226187706,0.00021397130331024528
152,0.009183435700833797,0.009437012486159801,0.008969516400247813,0.009221679531037807,0.00021391940535977482,0.000215332634979859
153,0.009239388443529607,0.008971859700977802,0.009038001764565706,0.008756889961659908,0.0002013866847846657,0.0002149700012523681
154,0.009332920424640179,0.00824594683945179,0.009126971196383237,0.008034387603402138,0.00020594914967659862,0.00021155884314794093
155,0.00913944123312831,0.009001269936561584,0.008913503959774971,0.00878969393670559,0.0002259374625282362,0.00021157604351174086
156,0.009792217053472996,0.008116097189486027,0.009574576839804649,0.007903195917606354,0.0002176401496399194,0.00021290098084136844
157,0.009085286408662796,0.00855707935988903,0.008880999404937029,0.008343305438756943,0.0002042870211880654,0.00021377406665124
158,0.008777922112494707,0.008300790563225746,0.008567587658762931,0.008091422729194164,0.00021033457887824624,0.00020936771761626005
159,0.008627971727401018,0.008665714412927628,0.008409341145306826,0.008458278141915798,0.00021863056754227727,0.0002074364892905578
160,0.008740915264934302,0.008090216666460037,0.008524187840521336,0.007877826690673828,0.00021672743605449796,0.00021238952467683703
161,0.008548541646450757,0.008107502944767475,0.008327443432062865,0.007899144664406776,0.00022109818237368018,0.00020835788745898753
162,0.007775719370692968,0.007632950320839882,0.007567981351166963,0.007423992268741131,0.00020773799624294043,0.00020895808120258152
163,0.008289870526641607,0.007535475306212902,0.0080807538703084,0.007324757054448128,0.00020911676110699773,0.00021071822266094387
164,0.0084434705786407,0.0076884557493031025,0.008224646095186472,0.007478812243789434,0.00021882448927499354,0.0002096435782732442
165,0.008675899542868137,0.007427478674799204,0.008448987361043691,0.007216556929051876,0.00022691223421134055,0.00021092187671456486
166,0.00844028713181615,0.0077420794405043125,0.00822724001482129,0.00752861425280571,0.00021304707624949514,0.00021346507128328085
167,0.008296257816255093,0.0075936708599328995,0.008078949805349112,0.007383604533970356,0.0002173079614294693,0.00021006619499530643
168,0.007906820718199014,0.00737910158932209,0.007690718490630388,0.007168335374444723,0.0002161023352527991,0.00021076643315609545
169,0.007968094479292632,0.007122389040887356,0.007751150149852037,0.006911516189575195,0.00021694420429412274,0.0002108728076564148
170,0.007632660586386919,0.007058124523609877,0.007422971446067095,0.006847351789474487,0.00020968915487173945,0.00021077293786220253
171,0.007458675652742386,0.006994384340941906,0.007249282021075487,0.0067852879874408245,0.00020939375390298663,0.0002090965281240642
172,0.006767562590539455,0.006869789678603411,0.006564176082611084,0.0066601587459445,0.0002033864991972223,0.00020963083079550415
173,0.007449639122933149,0.006765895523130894,0.007233751192688942,0.006555591244250536,0.00021588793024420738,0.0002103041479131207
174,0.006639039423316717,0.0067151072435081005,0.006422593165189028,0.006505747325718403,0.0002164464065572247,0.00020935981592629105
175,0.007129878830164671,0.0066491966135799885,0.00691416822373867,0.006440555211156607,0.00021571047836914657,0.00020864132966380566
176,0.007221991941332817,0.006701922509819269,0.007004042249172926,0.00649356609210372,0.00021794958738610148,0.00020835660689044744
177,0.007293213997036219,0.006532301660627127,0.007077166810631752,0.006322994362562895,0.00021604710782412439,0.0002093071088893339
178,0.007294732332229614,0.007282252423465252,0.007077852077782154,0.007071368861943483,0.00021688009146600962,0.00021088366338517517
179,0.007589978910982609,0.006619859952479601,0.007383437268435955,0.00641119759529829,0.00020654165709856897,0.00020866231352556497
180,0.007226220797747374,0.0065977685153484344,0.007008118089288473,0.00638922955840826,0.00021810272737639026,0.00020853881142102182
181,0.007101060915738344,0.006586157251149416,0.00689595676958561,0.006375164724886417,0.0002051040675723925,0.00021099255536682904
182,0.0074248830787837505,0.006908035837113857,0.007209675945341587,0.006696061696857214,0.00021520711889024823,0.00021197415480855852
183,0.00650066826492548,0.006549220997840166,0.0063003160059452055,0.006338250823318958,0.00020035219786223023,0.00021097013086546212
184,0.007020552549511195,0.006244252435863018,0.006806266773492098,0.006036645267158747,0.00021428581967484207,0.00020760727056767792
185,0.006649304553866387,0.006112039554864168,0.006437631882727146,0.005902844946831465,0.00021167271479498594,0.00020919469534419477
186,0.006230700574815273,0.0060731470584869385,0.006018842943012715,0.005864279810339212,0.0002118576434440911,0.00020886739366687834
187,0.006678318791091442,0.006124373059719801,0.006452338583767414,0.005916483234614134,0.00022598018986172975,0.00020788991241715848
188,0.00654454855248332,0.005981117486953735,0.00633351095020771,0.005771531257778406,0.00021103761391714216,0.00020958604000043124
189,0.006723592709749937,0.005871741566807032,0.006502843834459782,0.00566293578594923,0.0002207489509601146,0.0002088059700326994
190,0.006652444507926703,0.0059779551811516285,0.006436606589704752,0.005769260227680206,0.00021583795314654707,0.00020869506988674402
191,0.006782528758049011,0.006231826264411211,0.0065630853176116945,0.006020703818649054,0.00021944347536191345,0.00021112248941790313
192,0.006791432667523622,0.006005288567394018,0.00656911339610815,0.005794707685709,0.00022231922775972635,0.000210580910788849
193,0.006733524706214666,0.006171446293592453,0.006518952921032906,0.005962373688817024,0.00021457184921018778,0.00020907253201585263
194,0.006898936629295349,0.006671460345387459,0.006688391044735909,0.006464757025241852,0.00021054568351246415,0.00020670334924943745
195,0.0068516011349856855,0.0059344288893043995,0.006643359549343586,0.0057241604663431644,0.0002082414837786928,0.0002102685539284721
196,0.006790594849735499,0.006887699011713266,0.006574402656406164,0.006678415462374687,0.00021619208273477853,0.00020928357844240963
197,0.0076345446519553665,0.007623583078384399,0.007413028366863727,0.007417306303977966,0.00022151620360091328,0.00020627683261409402
198,0.006862923037260771,0.006881189998239279,0.006650869641453028,0.00667150691151619,0.0002120533084962517,0.00020968298485968262
199,0.007024694513529539,0.006189363077282906,0.0068121377378702165,0.005980841349810362,0.0002125568105839193,0.0002085215091938153
200,0.006683178339153528,0.005687447730451822,0.006463723443448544,0.005477715749293566,0.0002194549684645608,0.0002097319083986804
